F1,name,role,club,games-started,minutes-played,clean-sheets,goals-conceded,defensive-contribution,bonus,ict-index,saves,assists,penalties-saved,points,red-cards,own-goals,goals-scored,current-price,season_year
480,Guglielmo Vicario,Goalkeeper,Spurs,24,2160,4,37,0,2,58.5,68,0,0,66,0,0,0,5,2025
481,Guglielmo Vicario,Goalkeeper,Spurs,38,3420,7,61,0,9,97.4,110,0,0,112,0,0,0,5,2024
482,Amadou Onana,Midfielder,Aston Villa,20,1613,6,23,200,5,77,0,0,0,65,0,0,3,5,2025
483,Amadou Onana,Midfielder,Aston Villa,23,2085,5,38,0,5,89.5,0,0,0,66,0,0,2,5,2024
484,Amadou Onana,Midfielder,Aston Villa,29,2486,9,37,0,2,96,0,3,0,77,0,0,1,5,2023
485,Jake O'Brien,Defender,Everton,17,1568,5,17,123,5,56,0,0,0,65,0,0,2,5,2025
487,Joshua Zirkzee,Forward,Man Utd,14,1385,3,24,89,6,78,0,2,0,64,0,0,3,6,2025
488,Pervis Estupiñán Tenorio,Defender,Brighton,26,2399,3,44,164,7,120.8,0,1,0,63,0,0,1,4.5,2025
489,Pervis Estupiñán Tenorio,Defender,Brighton,15,1242,3,26,0,7,89,0,3,0,57,0,1,2,4.5,2024
490,Pervis Estupiñán Tenorio,Defender,Brighton,31,2674,10,43,0,15,162.5,0,7,0,128,0,0,1,4.5,2023
491,Sepp van den Berg,Defender,Brentford,29,2584,5,49,229,1,92.3,0,1,0,62,0,0,0,4.5,2025
494,Gonçalo Manuel Ganchinho Guedes,Midfielder,Wolves,10,979,3,25,60,2,64,0,4,0,62,0,0,2,5.5,2025
496,Gonçalo Manuel Ganchinho Guedes,Midfielder,Wolves,8,703,2,12,0,1,45.1,0,1,0,29,0,0,1,5.5,2023
497,Manuel Akanji,Defender,Man City,23,2012,6,28,98,1,68.9,0,0,0,61,0,0,0,5.5,2025
498,Manuel Akanji,Defender,Man City,28,2512,11,23,0,8,97.4,0,0,0,112,1,0,2,5.5,2024
499,Manuel Akanji,Defender,Man City,24,2284,7,23,0,5,71.4,0,1,0,82,0,0,0,5.5,2023
500,André Trindade da Costa Neto,Midfielder,Wolves,31,2472,7,46,359,1,69.7,0,0,0,61,0,0,0,5.5,2025
501,Malo Gusto,Defender,Chelsea,19,1853,4,26,117,2,87.9,0,1,0,60,0,0,0,5,2025
502,Malo Gusto,Defender,Chelsea,19,1746,5,28,0,10,110.4,0,6,0,74,1,0,0,5,2024
503,Christopher Nkunku,Midfielder,Chelsea,9,904,2,16,59,5,77.1,0,2,0,60,0,0,3,6,2025
504,Christopher Nkunku,Midfielder,Chelsea,2,437,0,12,0,4,42.7,0,0,0,29,0,0,3,6,2024
505,Simon Adingra,Midfielder,Sunderland,12,1081,2,23,84,0,80.9,0,3,0,60,0,0,2,5.5,2025
506,Simon Adingra,Midfielder,Sunderland,25,2220,4,38,0,8,173.4,0,1,0,97,0,0,6,5.5,2024
507,Joël Veltman,Defender,Brighton,19,1694,6,24,131,7,48.1,0,0,0,59,0,0,0,4.5,2025
508,Joël Veltman,Defender,Brighton,17,1579,3,32,0,0,51.8,0,1,0,49,0,0,1,4.5,2024
509,Joël Veltman,Defender,Brighton,25,2183,10,29,0,6,77.4,0,1,0,95,0,0,1,4.5,2023
510,Julio Enciso Espínola,Midfielder,Brighton,14,1155,2,22,79,5,87.7,0,3,0,59,0,0,2,5.5,2025
511,Julio Enciso Espínola,Midfielder,Brighton,5,468,0,12,0,0,36.9,0,2,0,20,0,0,0,5.5,2024
512,Julio Enciso Espínola,Midfielder,Brighton,7,794,4,12,0,7,83.8,0,3,0,57,0,0,4,5.5,2023
513,Tyler Adams,Midfielder,Bournemouth,21,1959,6,30,276,1,75.9,0,3,0,58,0,0,0,5,2025
514,Tyler Adams,Midfielder,Bournemouth,1,118,0,3,0,1,4.9,0,0,0,5,0,0,0,5,2024
515,Tyler Adams,Midfielder,Bournemouth,24,2156,5,36,0,1,74.9,0,0,0,47,1,0,0,5,2023
516,Jefferson Lerma Solís,Midfielder,Crystal Palace,26,2270,6,36,327,2,78.7,0,1,0,58,0,0,0,5,2025
517,Jefferson Lerma Solís,Midfielder,Crystal Palace,27,2399,5,46,0,4,102.4,0,1,0,64,0,0,1,5,2024
518,Jefferson Lerma Solís,Midfielder,Crystal Palace,37,3252,7,67,0,5,122.7,0,0,0,101,0,1,5,5,2023
519,Ian Maatsen,Defender,Aston Villa,10,1125,3,16,71,0,74.3,0,2,0,57,0,0,1,4.5,2025
520,Ian Maatsen,Defender,Aston Villa,1,200,0,5,0,0,10.3,0,0,0,11,0,0,0,4.5,2024
521,Boubacar Kamara,Midfielder,Aston Villa,20,1720,6,22,210,3,60.2,0,0,0,57,0,0,1,5,2025
522,Boubacar Kamara,Midfielder,Aston Villa,20,1653,7,22,0,1,59.1,0,1,0,40,1,0,0,5,2024
523,Boubacar Kamara,Midfielder,Aston Villa,21,1773,3,30,0,0,45.7,0,1,0,44,0,0,0,5,2023
524,Adam Smith,Defender,Bournemouth,19,1586,6,18,82,0,35,0,0,0,57,0,0,0,4.5,2025
525,Adam Smith,Defender,Bournemouth,25,2148,8,33,0,4,66.1,0,3,0,80,0,0,0,4.5,2024
526,Adam Smith,Defender,Bournemouth,34,2940,7,58,0,5,78.3,0,1,0,74,0,0,0,4.5,2023
527,Ryan Sessegnon,Midfielder,Fulham,7,574,1,10,74,5,67.1,0,2,0,57,0,0,4,5.5,2025
529,Ryan Sessegnon,Midfielder,Fulham,9,805,1,15,0,0,54.3,0,1,0,35,0,0,2,5.5,2023
530,Saša Lukić,Midfielder,Fulham,28,2348,4,37,244,1,91,0,2,0,56,0,0,0,5,2025
531,Saša Lukić,Midfielder,Fulham,13,1113,5,20,0,0,46.2,0,0,0,43,0,0,1,5,2024
532,Saša Lukić,Midfielder,Fulham,4,406,0,10,0,0,8.2,0,0,0,15,0,0,0,5,2023
533,Pau Torres,Defender,Aston Villa,23,2019,5,33,116,3,54,0,0,0,55,0,0,0,4.5,2025
534,Pau Torres,Defender,Aston Villa,27,2462,6,37,0,4,76.6,0,0,0,85,0,0,2,4.5,2024
535,Reece James,Defender,Chelsea,12,1057,3,14,50,5,46.7,0,2,0,54,0,0,1,5.5,2025
536,Reece James,Defender,Chelsea,5,416,0,13,0,0,37.1,0,2,0,11,2,0,0,5.5,2024
537,Reece James,Defender,Chelsea,14,1242,2,17,0,5,80.4,0,2,0,44,0,0,1,5.5,2023
538,Nicolás Domínguez,Midfielder,Nott'm Forest,23,1954,7,27,293,0,89.4,0,1,0,54,0,0,0,5,2025
539,Nicolás Domínguez,Midfielder,Nott'm Forest,19,1489,6,27,0,6,70.6,0,2,0,67,0,0,2,5,2024
540,Jean-Clair Todibo,Defender,West Ham,20,1824,5,33,168,1,44.5,0,0,0,54,0,0,0,4.5,2025
541,Eddie Nketiah,Forward,Crystal Palace,9,1018,2,17,55,4,82.5,0,2,0,53,1,0,3,5.5,2025
542,Eddie Nketiah,Forward,Crystal Palace,10,1065,6,10,0,5,77.2,0,4,0,71,0,0,5,5.5,2024
543,Eddie Nketiah,Forward,Crystal Palace,9,1071,2,16,0,5,93.8,0,2,0,63,0,0,4,5.5,2023
544,Sander Berge,Midfielder,Fulham,26,2221,4,35,242,2,65.1,0,0,0,53,0,0,0,5,2025
545,Sander Berge,Midfielder,Fulham,34,3002,2,70,0,3,114.3,0,2,0,74,1,0,1,5,2024
547,David Brooks,Midfielder,Bournemouth,9,941,3,12,80,2,80.4,0,1,0,52,0,0,2,5,2025
548,David Brooks,Midfielder,Bournemouth,2,271,0,7,0,2,31.4,0,1,0,23,0,0,1,5,2024
549,David Brooks,Midfielder,Bournemouth,2,170,0,4,0,0,8.7,0,0,0,5,0,0,0,5,2023
550,Mats Wieffer,Midfielder,Brighton,10,1003,2,22,170,4,68.5,0,5,0,52,0,0,1,5,2025
551,João Pedro Ferreira da Silva,Midfielder,Nott'm Forest,5,835,1,16,99,0,64.6,0,2,0,52,0,0,3,5.5,2025
552,Santiago Ignacio Bueno,Defender,Wolves,18,1678,5,34,147,2,44.2,0,0,0,52,0,0,0,4.5,2025
553,Santiago Ignacio Bueno,Defender,Wolves,9,819,0,18,0,0,20.3,0,0,0,13,0,0,0,4.5,2024
554,Joachim Andersen,Defender,Fulham,30,2673,4,47,283,3,95,0,0,0,51,1,1,0,4.5,2025
555,Joachim Andersen,Defender,Fulham,38,3416,10,58,0,12,143.1,0,3,0,121,0,0,2,4.5,2024
556,Joachim Andersen,Defender,Fulham,32,2782,8,37,0,1,109.8,0,0,0,80,0,2,1,4.5,2023
557,Djed Spence,Defender,Spurs,19,1790,3,39,133,6,76.1,0,2,0,51,1,1,1,4.5,2025
559,Djed Spence,Defender,Spurs,0,5,0,0,0,0,2.2,0,0,0,4,0,0,0,4.5,2023
560,James Ward-Prowse,Midfielder,West Ham,17,1433,5,18,132,2,80,0,2,0,51,1,0,1,6,2025
561,James Ward-Prowse,Midfielder,West Ham,34,3000,5,65,0,19,217.5,0,7,0,146,0,0,7,6,2024
562,James Ward-Prowse,Midfielder,West Ham,38,3371,4,72,0,18,245.2,0,4,0,142,0,1,9,6,2023
563,Benjamin White,Defender,Arsenal,13,1195,5,13,82,0,51,0,2,0,50,0,0,0,5.5,2025
564,Benjamin White,Defender,Arsenal,35,2987,18,26,0,14,159,0,5,0,182,0,0,4,5.5,2024
565,Benjamin White,Defender,Arsenal,36,3054,15,35,0,12,130.8,0,5,0,156,0,0,2,5.5,2023
566,Matt O'Riley,Midfielder,Brighton,11,929,2,20,70,2,75.3,0,3,0,50,0,1,2,5.5,2025
567,Yves Bissouma,Midfielder,Spurs,16,1396,3,28,193,4,48,0,0,0,50,0,0,2,5.5,2025
568,Yves Bissouma,Midfielder,Spurs,26,2070,7,35,0,0,82.3,0,0,0,44,2,0,0,5.5,2024
569,Yves Bissouma,Midfielder,Spurs,10,998,1,20,0,0,29,0,0,0,27,0,0,0,5.5,2023
570,Marshall Munetsi,Midfielder,Wolves,12,1077,5,11,83,4,52.3,0,2,0,50,0,0,2,5.5,2025
571,Kenny Tete,Defender,Fulham,21,1773,3,26,162,0,73.1,0,2,0,49,0,0,0,4.5,2025
572,Kenny Tete,Defender,Fulham,10,863,2,21,0,0,35.6,0,0,0,27,0,0,1,4.5,2024
573,Kenny Tete,Defender,Fulham,29,2569,7,36,0,1,120.9,0,5,0,90,0,0,1,4.5,2023
574,Manuel Ugarte Ribeiro,Midfielder,Man Utd,22,1777,4,33,245,1,62.1,0,2,0,49,0,1,1,5,2025
575,Cristian Romero,Defender,Spurs,18,1416,3,22,111,3,69,0,1,0,49,0,0,1,5,2025
576,Cristian Romero,Defender,Spurs,33,2790,7,46,0,15,125.9,0,0,0,107,1,1,5,5,2024
577,Cristian Romero,Defender,Spurs,26,2363,8,41,0,3,77.3,0,2,0,66,1,0,0,5,2023
578,Rodrigo Bentancur,Midfielder,Spurs,21,1640,3,26,246,1,70.2,0,0,0,49,0,0,2,5.5,2025
579,Rodrigo Bentancur,Midfielder,Spurs,13,997,1,25,0,0,52.1,0,1,0,32,0,0,1,5.5,2024
580,Rodrigo Bentancur,Midfielder,Spurs,17,1501,6,24,0,7,90.7,0,2,0,71,0,0,5,5.5,2023
581,Harry Maguire,Defender,Man Utd,19,1751,3,27,159,3,76.1,0,0,0,48,0,0,1,4.5,2025
582,Harry Maguire,Defender,Man Utd,18,1650,4,29,0,6,77.7,0,4,0,73,0,0,2,4.5,2024
583,Harry Maguire,Defender,Man Utd,8,762,5,7,0,2,26.9,0,0,0,39,0,0,0,4.5,2023
584,Carlos Henrique Casimiro,Midfielder,Man Utd,18,1489,6,20,258,3,104.8,0,0,0,48,0,0,1,5.5,2025
585,Carlos Henrique Casimiro,Midfielder,Man Utd,24,1981,5,34,0,0,119.9,0,3,0,58,0,0,1,5.5,2024
586,Carlos Henrique Casimiro,Midfielder,Man Utd,24,2122,10,22,0,10,136.3,0,3,0,87,2,0,4,5.5,2023
587,Tyrone Mings,Defender,Aston Villa,12,1119,4,11,84,5,34.6,0,1,0,47,0,0,0,4.5,2025
588,Tyrone Mings,Defender,Aston Villa,1,30,0,2,0,0,2.2,0,0,0,0,0,0,0,4.5,2024
589,Tyrone Mings,Defender,Aston Villa,35,3150,12,40,0,17,87.8,0,3,0,130,0,1,1,4.5,2023
590,Leon Bailey,Midfielder,Aston Villa,14,1132,2,19,77,2,70.3,0,2,0,47,0,0,1,5.5,2025
591,Leon Bailey,Midfielder,Aston Villa,22,2063,5,32,0,11,199.1,0,11,0,148,0,0,10,5.5,2024
592,Leon Bailey,Midfielder,Aston Villa,26,1964,8,32,0,6,132.8,0,5,0,100,0,0,4,5.5,2023
593,Ethan Pinnock,Defender,Brentford,21,1912,2,35,216,0,83.6,0,0,0,47,0,1,2,4.5,2025
594,Ethan Pinnock,Defender,Brentford,28,2521,5,46,0,5,94.2,0,0,0,77,0,0,2,4.5,2024
595,Ethan Pinnock,Defender,Brentford,30,2700,10,34,0,6,127.2,0,0,0,112,0,1,3,4.5,2023
596,Timothy Castagne,Defender,Fulham,17,1642,3,28,149,0,64.9,0,1,0,46,0,0,0,4.5,2025
597,Timothy Castagne,Defender,Fulham,29,2630,9,40,0,7,102.1,0,3,0,105,0,0,1,4.5,2024
598,Timothy Castagne,Defender,Fulham,36,3255,8,63,0,11,136.4,0,4,0,114,0,0,2,4.5,2023
599,Joe Willock,Midfielder,Newcastle,11,1065,4,16,87,0,63.9,0,2,0,46,0,0,0,5,2025
600,Joe Willock,Midfielder,Newcastle,5,415,1,9,0,0,28.8,0,0,0,18,0,0,1,5,2024
601,Joe Willock,Midfielder,Newcastle,31,2556,12,26,0,11,174.9,0,7,0,123,0,0,3,5,2023
602,Caoimhín Kelleher,Goalkeeper,Brentford,10,900,4,12,0,1,22.4,27,0,1,45,0,0,0,4.5,2025
603,Caoimhín Kelleher,Goalkeeper,Brentford,10,900,2,11,0,3,27,28,0,0,34,0,0,0,4.5,2024
604,Caoimhín Kelleher,Goalkeeper,Brentford,1,90,0,4,0,0,3.8,6,0,0,2,0,0,0,4.5,2023
605,Brajan Gruda,Midfielder,Brighton,8,676,1,15,49,1,69.1,0,4,0,45,0,0,1,5.5,2025
606,Daichi Kamada,Midfielder,Crystal Palace,15,1545,3,27,173,0,68.2,0,0,0,45,1,0,0,5,2025
607,Archie Gray,Midfielder,Spurs,19,1750,2,41,162,0,34.3,0,0,0,45,0,1,0,5,2025
610,Konstantinos Mavropanos,Defender,West Ham,21,2035,2,39,216,4,73.2,0,0,0,45,1,0,0,4.5,2025
611,Konstantinos Mavropanos,Defender,West Ham,16,1500,3,27,0,3,45.3,0,0,0,40,0,2,1,4.5,2024
613,Emmanuel Agbadou,Defender,Wolves,16,1410,4,22,144,1,52,0,0,0,45,0,0,1,4.5,2025
614,Ross Barkley,Midfielder,Aston Villa,3,567,1,10,75,5,54.8,0,1,0,44,0,0,3,5,2025
615,Ross Barkley,Midfielder,Aston Villa,30,2616,2,66,0,4,168.7,0,5,0,101,0,0,5,5,2024
617,Martin Dúbravka,Goalkeeper,Burnley,10,900,5,12,0,2,22,29,0,0,44,0,0,0,4,2025
618,Martin Dúbravka,Goalkeeper,Burnley,22,1984,4,42,0,3,67.2,88,0,1,75,0,0,0,4,2024
619,Martin Dúbravka,Goalkeeper,Burnley,1,156,1,1,0,1,5.4,10,0,0,11,0,0,0,4,2023
620,Lewis Dunk,Defender,Brighton,23,2081,4,42,126,0,66.9,0,1,0,44,0,1,0,4.5,2025
621,Lewis Dunk,Defender,Brighton,33,2869,5,53,0,11,141.7,0,1,0,89,1,0,3,4.5,2024
622,Lewis Dunk,Defender,Brighton,36,3240,12,50,0,7,102.4,0,1,0,112,0,1,1,4.5,2023
623,Carlos Alcaraz Durán,Midfielder,Everton,7,766,1,9,68,5,65.4,0,3,0,44,0,0,2,5.5,2025
624,Carlos Alcaraz Durán,Midfielder,Everton,13,1024,0,25,0,4,52.2,0,2,0,55,0,0,4,5.5,2023
625,Lucas Bergvall,Midfielder,Spurs,11,1200,3,25,165,0,55,0,2,0,44,0,0,0,5.5,2025
626,Jakub Kiwior,Defender,Arsenal,10,1117,3,15,93,2,39.2,0,0,0,43,0,0,1,5.5,2025
627,Jakub Kiwior,Defender,Arsenal,11,942,6,8,0,1,42.7,0,3,0,67,0,0,1,5.5,2024
628,Jakub Kiwior,Defender,Arsenal,5,425,2,6,0,1,13.9,0,0,0,26,0,0,1,5.5,2023
629,Yehor Yarmoliuk,Midfielder,Brentford,15,1435,3,25,215,0,54.4,0,0,0,43,0,0,0,5,2025
630,Yehor Yarmoliuk,Midfielder,Brentford,6,670,4,9,0,0,29,0,0,0,33,0,0,0,5,2024
632,Konstantinos Tsimikas,Defender,Liverpool,9,829,4,8,61,3,52.5,0,1,0,43,0,0,0,5,2025
633,Konstantinos Tsimikas,Defender,Liverpool,8,675,4,7,0,4,46.2,0,3,0,48,0,0,0,5,2024
634,Konstantinos Tsimikas,Defender,Liverpool,9,762,4,11,0,2,60.7,0,4,0,48,0,0,0,5,2023
635,Destiny Udogie,Defender,Spurs,24,1923,2,35,131,0,74.5,0,1,0,43,0,1,0,4.5,2025
636,Destiny Udogie,Defender,Spurs,28,2391,5,43,0,8,117.3,0,3,0,79,1,0,2,4.5,2024
637,Gabriel Fernando de Jesus,Forward,Arsenal,6,600,2,5,50,6,52.6,0,2,0,42,0,0,3,6.5,2025
638,Gabriel Fernando de Jesus,Forward,Arsenal,17,1470,11,11,0,10,152.7,0,7,0,85,0,0,4,6.5,2024
639,Gabriel Fernando de Jesus,Forward,Arsenal,24,2064,9,23,0,17,241.9,0,7,0,125,0,0,11,6.5,2023
640,Tariq Lamptey,Defender,Brighton,10,856,2,21,52,1,36.8,0,2,0,42,0,0,2,4.5,2025
641,Tariq Lamptey,Defender,Brighton,10,908,1,20,0,0,37.6,0,3,0,31,0,0,0,4.5,2024
642,Tariq Lamptey,Defender,Brighton,3,439,1,7,0,0,20.6,0,0,0,23,0,0,0,4.5,2023
643,Adam Wharton,Midfielder,Crystal Palace,16,1314,4,21,185,0,71.2,0,2,0,42,0,0,0,5,2025
644,Adam Wharton,Midfielder,Crystal Palace,15,1296,7,16,0,4,57.3,0,3,0,50,0,0,0,5,2024
645,James Garner,Midfielder,Everton,17,1590,5,19,181,0,60.4,0,1,0,42,0,0,0,5,2025
646,James Garner,Midfielder,Everton,34,3001,11,47,0,3,143.5,0,2,0,87,0,0,1,5,2024
647,James Garner,Midfielder,Everton,7,796,2,13,0,0,29.2,0,1,0,25,0,0,0,5,2023
648,Kobbie Mainoo,Midfielder,Man Utd,19,1646,5,27,167,0,58.8,0,0,0,42,0,0,0,5,2025
649,Kobbie Mainoo,Midfielder,Man Utd,24,1927,7,31,0,8,80.6,0,1,0,77,0,0,3,5,2024
650,Kobbie Mainoo,Midfielder,Man Utd,0,10,0,0,0,0,1.3,0,0,0,1,0,0,0,5,2023
651,Mathys Tel,Midfielder,Spurs,11,908,2,20,65,2,62.3,0,2,0,42,0,0,2,6.5,2025
652,Niclas Füllkrug,Forward,West Ham,6,783,2,18,39,3,56.8,0,2,0,42,0,0,3,6,2025
653,Rodrigo Martins Gomes,Defender,Wolves,7,794,1,20,47,0,47.6,0,0,0,42,0,0,2,4.5,2025
654,Conor Bradley,Defender,Liverpool,7,744,3,10,45,3,42.8,0,2,0,41,0,0,0,5,2025
655,Conor Bradley,Defender,Liverpool,10,752,3,7,0,7,60.6,0,3,0,50,0,1,1,5,2024
657,Oleksandr Zinchenko,Defender,Arsenal,5,518,4,1,21,2,24.1,0,1,0,40,0,0,0,5,2025
658,Oleksandr Zinchenko,Defender,Arsenal,20,1717,9,15,0,16,100.4,0,2,0,104,0,0,1,5,2024
659,Oleksandr Zinchenko,Defender,Arsenal,26,2122,10,28,0,8,98.3,0,2,0,99,0,0,1,5,2023
660,Edson Álvarez Velázquez,Midfielder,West Ham,20,1769,3,31,205,0,54.7,0,1,0,40,1,0,0,5,2025
661,Edson Álvarez Velázquez,Midfielder,West Ham,28,2375,5,45,0,3,82.7,0,1,0,62,0,0,1,5,2024
662,Riccardo Calafiori,Defender,Arsenal,11,978,1,12,66,1,54.6,0,1,0,39,0,0,2,5.5,2025
663,Kristoffer Ajer,Defender,Brentford,17,1433,3,25,89,0,48.5,0,0,0,39,0,0,0,4.5,2025
664,Kristoffer Ajer,Defender,Brentford,21,1826,5,33,0,3,79.7,0,1,0,68,0,0,2,4.5,2024
665,Kristoffer Ajer,Defender,Brentford,9,763,4,14,0,0,15.1,0,0,0,29,0,0,0,4.5,2023
666,Adam Webster,Defender,Brighton,11,885,4,11,79,2,30.2,0,1,0,39,0,0,0,4.5,2025
667,Adam Webster,Defender,Brighton,13,1142,2,22,0,2,39.7,0,0,0,26,0,1,0,4.5,2024
668,Adam Webster,Defender,Brighton,23,1983,9,27,0,3,59.2,0,0,0,75,0,1,0,4.5,2023
669,Mathias Jensen,Midfielder,Brentford,8,846,2,17,87,1,43.8,0,2,0,38,0,0,0,5,2025
670,Mathias Jensen,Midfielder,Brentford,27,2201,9,45,0,10,130.4,0,4,0,98,0,0,3,5,2024
671,Mathias Jensen,Midfielder,Brentford,37,2805,10,40,0,11,164.1,0,7,0,132,0,0,5,5,2023
672,Jack Grealish,Midfielder,Man City,7,710,2,10,44,4,71.3,0,1,0,38,0,0,1,6.5,2025
673,Jack Grealish,Midfielder,Man City,10,998,3,13,0,6,91.9,0,1,0,50,0,0,3,6.5,2024
674,Jack Grealish,Midfielder,Man City,23,2051,10,16,0,9,191.7,0,10,0,121,0,0,5,6.5,2023
675,Myles Lewis-Skelly,Defender,Arsenal,15,1362,5,16,54,0,40,0,0,0,37,2,0,1,5.5,2025
677,Hwang Hee-chan,Midfielder,Wolves,5,646,0,19,46,0,26.7,0,1,0,37,0,0,2,6,2025
678,Hwang Hee-chan,Midfielder,Wolves,25,2116,3,37,0,10,140.7,0,3,0,125,0,0,12,6,2024
679,Hwang Hee-chan,Midfielder,Wolves,12,1117,3,18,0,3,58.8,0,2,0,60,0,0,3,6,2023
680,Mads Roerslev Rasmussen,Defender,Brentford,11,1100,2,20,58,0,48,0,2,0,36,0,0,0,4.5,2025
681,Mads Roerslev Rasmussen,Defender,Brentford,22,1975,5,40,0,3,76.3,0,2,0,75,0,0,1,4.5,2024
682,Mads Roerslev Rasmussen,Defender,Brentford,12,1101,5,12,0,0,33.4,0,0,0,48,0,0,0,4.5,2023
683,Felipe Rodrigues da Silva,Defender,Nott'm Forest,6,891,3,14,112,2,24,0,0,0,36,0,0,0,4.5,2025
684,Guido Rodríguez,Midfielder,West Ham,16,1147,4,19,141,0,31.5,0,1,0,36,0,0,0,5,2025
685,Fábio Freitas Gouveia Carvalho,Midfielder,Brentford,3,443,0,14,49,1,36.3,0,1,0,35,0,0,2,5,2025
686,Fábio Freitas Gouveia Carvalho,Midfielder,Brentford,4,339,0,3,0,0,29.7,0,1,0,27,0,0,2,5,2023
688,Stefan Ortega Moreno,Goalkeeper,Man City,12,1099,3,18,0,0,29.4,33,0,0,35,0,0,0,5,2025
689,Stefan Ortega Moreno,Goalkeeper,Man City,5,632,1,7,0,2,17.3,20,0,0,22,0,0,0,5,2024
690,Stefan Ortega Moreno,Goalkeeper,Man City,3,270,2,1,0,5,11.7,14,0,0,23,0,0,0,5,2023
691,Richarlison de Andrade,Forward,Spurs,4,497,1,9,25,0,47.4,0,1,0,35,0,0,4,6.5,2025
692,Richarlison de Andrade,Forward,Spurs,18,1481,7,18,0,7,152.1,0,4,0,122,0,0,11,6.5,2024
693,Richarlison de Andrade,Forward,Spurs,12,995,3,18,0,2,86.3,0,5,0,54,0,0,1,6.5,2023
694,Álex Moreno Lopera,Defender,Aston Villa,11,952,3,16,83,1,36.4,0,1,0,34,0,0,0,4,2025
695,Álex Moreno Lopera,Defender,Aston Villa,11,1024,3,20,0,5,52.7,0,0,0,49,0,1,2,4,2024
696,Álex Moreno Lopera,Defender,Aston Villa,14,1325,7,10,0,5,72.3,0,3,0,72,0,0,0,4,2023
697,Donyell Malen,Midfielder,Aston Villa,2,296,0,6,17,3,38.5,0,0,0,34,0,0,3,5.5,2025
698,Justin Devenny,Midfielder,Crystal Palace,4,494,0,8,56,1,33.2,0,1,0,34,0,0,1,4.5,2025
699,Sean Longstaff,Midfielder,Leeds,8,783,2,11,78,0,27.3,0,1,0,34,0,0,0,5,2025
700,Sean Longstaff,Midfielder,Leeds,30,2742,10,50,0,3,138.8,0,3,0,110,0,0,6,5,2024
701,Sean Longstaff,Midfielder,Leeds,28,2514,13,18,0,2,116.8,0,5,0,93,0,0,1,5,2023
702,Wilson Odobert,Midfielder,Spurs,9,843,1,20,57,3,36.7,0,0,0,34,0,0,1,5.5,2025
703,Wilson Odobert,Midfielder,Spurs,25,2095,2,48,0,3,121.1,0,4,0,82,0,0,3,5.5,2024
704,Tom Cairney,Midfielder,Fulham,3,610,1,12,73,0,47.2,0,0,0,33,1,0,2,5,2025
705,Tom Cairney,Midfielder,Fulham,14,1472,4,27,0,2,90.9,0,6,0,70,0,1,1,5,2024
706,Tom Cairney,Midfielder,Fulham,6,968,1,13,0,2,64.2,0,1,0,53,0,0,2,5,2023
707,Harvey Elliott,Midfielder,Liverpool,2,359,0,6,26,3,40.4,0,2,0,33,0,0,1,5.5,2025
708,Harvey Elliott,Midfielder,Liverpool,11,1330,4,13,0,8,137.5,0,9,0,96,0,0,3,5.5,2024
709,Harvey Elliott,Midfielder,Liverpool,18,1600,5,20,0,2,105.5,0,2,0,62,0,0,1,5.5,2023
710,Crysencio Summerville,Midfielder,West Ham,7,776,2,20,61,2,58.7,0,1,0,33,0,0,1,5.5,2025
711,Crysencio Summerville,Midfielder,West Ham,12,1411,1,38,0,4,88.6,0,4,0,74,0,0,4,5.5,2023
713,Enes Ünal,Forward,Bournemouth,2,330,2,3,23,4,35.9,0,1,0,32,0,0,2,5.5,2025
714,Enes Ünal,Forward,Bournemouth,2,317,1,9,0,3,43.7,0,4,0,40,0,0,2,5.5,2024
715,Taiwo Awoniyi,Forward,Nott'm Forest,3,398,1,10,31,0,21.9,0,0,0,32,0,0,1,5.5,2025
716,Taiwo Awoniyi,Forward,Nott'm Forest,12,1036,3,21,0,5,74.2,0,3,0,67,0,0,6,5.5,2024
717,Taiwo Awoniyi,Forward,Nott'm Forest,17,1395,5,29,0,16,95.6,0,1,0,100,0,0,10,5.5,2023
718,Micky van de Ven,Defender,Spurs,12,1014,2,17,66,2,30.9,0,2,0,32,0,0,0,4.5,2025
719,Micky van de Ven,Defender,Spurs,27,2341,5,38,0,10,70.5,0,0,0,81,0,0,3,4.5,2024
720,Marcos Senesi Barón,Defender,Bournemouth,13,1103,2,17,118,3,39.6,0,0,0,31,0,0,0,4.5,2025
721,Marcos Senesi Barón,Defender,Bournemouth,26,2239,6,44,0,13,119.7,0,5,0,102,0,0,4,4.5,2024
722,Marcos Senesi Barón,Defender,Bournemouth,29,2489,5,55,0,5,79.6,0,0,0,69,0,0,2,4.5,2023
723,Issa Diop,Defender,Fulham,15,1334,1,19,112,0,38.3,0,0,0,31,0,1,0,4.5,2025
724,Issa Diop,Defender,Fulham,16,1423,5,26,0,3,40.8,0,0,0,43,1,0,0,4.5,2024
725,Issa Diop,Defender,Fulham,21,2008,7,26,0,8,58.1,0,0,0,79,0,0,1,4.5,2023
726,Nico O'Reilly,Defender,Man City,6,525,3,3,24,4,32.2,0,0,0,31,0,0,2,5,2025
728,Nico González Iglesias,Midfielder,Man City,9,760,6,7,76,0,27.5,0,1,0,31,0,0,1,6,2025
729,James McAtee,Midfielder,Man City,3,340,0,6,16,0,30.7,0,0,0,31,0,0,3,5.5,2025
