,name,role,club,games-started,minutes-played,clean-sheets,goals-conceded,defensive-contribution,bonus,ict-index,saves,assists,penalties-saved,points,red-cards,own-goals,goals-scored,current-price,season_year,Performance
516,Sander Berge,Midfielder,Fulham,26,2221,4,35,242,2,65.1,0,0,0,53,0,0,0,5.0,2025,4.0
517,Sander Berge,Midfielder,Fulham,34,3002,2,70,0,3,114.3,0,2,0,74,1,0,1,5.0,2024,-86.0
518,David Brooks,Midfielder,Bournemouth,9,941,3,12,80,2,80.4,0,1,0,52,0,0,2,5.0,2025,20.0
519,David Brooks,Midfielder,Bournemouth,2,271,0,7,0,2,31.4,0,1,0,23,0,0,1,5.0,2024,-1.0
521,Mats Wieffer,Midfielder,Brighton,10,1003,2,22,170,4,68.5,0,5,0,52,0,0,1,5.0,2025,15.0
522,João Pedro Ferreira da Silva,Midfielder,Nott'm Forest,5,835,1,16,99,0,64.6,0,2,0,52,0,0,3,5.5,2025,1.0
523,Santiago Ignacio Bueno,Defender,Wolves,18,1678,5,34,147,2,44.2,0,0,0,52,0,0,0,4.5,2025,-5.0
524,Santiago Ignacio Bueno,Defender,Wolves,9,819,0,18,0,0,20.3,0,0,0,13,0,0,0,4.5,2024,-26.0
525,Joachim Andersen,Defender,Fulham,30,2673,4,47,283,3,95.0,0,0,0,51,1,1,0,4.5,2025,-18.0
526,Joachim Andersen,Defender,Fulham,38,3416,10,58,0,12,143.1,0,3,0,121,0,0,2,4.5,2024,13.0
527,Joachim Andersen,Defender,Fulham,32,2782,8,37,0,1,109.8,0,0,0,80,0,2,1,4.5,2023,-11.0
528,Djed Spence,Defender,Spurs,19,1790,3,39,133,6,76.1,0,2,0,51,1,1,1,4.5,2025,-18.0
530,James Ward-Prowse,Midfielder,West Ham,17,1433,5,18,132,2,80.0,0,2,0,51,1,0,1,6.0,2025,21.0
531,James Ward-Prowse,Midfielder,West Ham,34,3000,5,65,0,19,217.5,0,7,0,146,0,0,7,6.0,2024,8.0
532,James Ward-Prowse,Midfielder,West Ham,38,3371,4,72,0,18,245.2,0,4,0,142,0,1,9,6.0,2023,-16.0
533,Benjamin White,Defender,Arsenal,13,1195,5,13,82,0,51.0,0,2,0,50,0,0,0,5.5,2025,22.0
534,Benjamin White,Defender,Arsenal,35,2987,18,26,0,14,159.0,0,5,0,182,0,0,4,5.5,2024,121.0
535,Benjamin White,Defender,Arsenal,36,3054,15,35,0,12,130.8,0,5,0,156,0,0,2,5.5,2023,80.0
536,Matt O'Riley,Midfielder,Brighton,11,929,2,20,70,2,75.3,0,3,0,50,0,1,2,5.5,2025,-4.0
537,Yves Bissouma,Midfielder,Spurs,16,1396,3,28,193,4,48.0,0,0,0,50,0,0,2,5.5,2025,9.0
538,Yves Bissouma,Midfielder,Spurs,26,2070,7,35,0,0,82.3,0,0,0,44,2,0,0,5.5,2024,-26.0
539,Yves Bissouma,Midfielder,Spurs,10,998,1,20,0,0,29.0,0,0,0,27,0,0,0,5.5,2023,-23.0
540,Marshall Munetsi,Midfielder,Wolves,12,1077,5,11,83,4,52.3,0,2,0,50,0,0,2,5.5,2025,39.0
541,Kenny Tete,Defender,Fulham,21,1773,3,26,162,0,73.1,0,2,0,49,0,0,0,4.5,2025,2.0
542,Kenny Tete,Defender,Fulham,10,863,2,21,0,0,35.6,0,0,0,27,0,0,1,4.5,2024,-21.0
543,Kenny Tete,Defender,Fulham,29,2569,7,36,0,1,120.9,0,5,0,90,0,0,1,4.5,2023,1.0
544,Manuel Ugarte Ribeiro,Midfielder,Man Utd,22,1777,4,33,245,1,62.1,0,2,0,49,0,1,1,5.0,2025,-1.0
545,Cristian Romero,Defender,Spurs,18,1416,3,22,111,3,69.0,0,1,0,49,0,0,1,5.0,2025,10.0
546,Cristian Romero,Defender,Spurs,33,2790,7,46,0,15,125.9,0,0,0,107,1,1,5,5.0,2024,16.0
547,Cristian Romero,Defender,Spurs,26,2363,8,41,0,3,77.3,0,2,0,66,1,0,0,5.0,2023,-13.0
548,Rodrigo Bentancur,Midfielder,Spurs,21,1640,3,26,246,1,70.2,0,0,0,49,0,0,2,5.5,2025,12.0
549,Rodrigo Bentancur,Midfielder,Spurs,13,997,1,25,0,0,52.1,0,1,0,32,0,0,1,5.5,2024,-30.0
550,Rodrigo Bentancur,Midfielder,Spurs,17,1501,6,24,0,7,90.7,0,2,0,71,0,0,5,5.5,2023,27.0
551,Harry Maguire,Defender,Man Utd,19,1751,3,27,159,3,76.1,0,0,0,48,0,0,1,4.5,2025,7.0
552,Harry Maguire,Defender,Man Utd,18,1650,4,29,0,6,77.7,0,4,0,73,0,0,2,4.5,2024,7.0
553,Harry Maguire,Defender,Man Utd,8,762,5,7,0,2,26.9,0,0,0,39,0,0,0,4.5,2023,24.0
554,Carlos Henrique Casimiro,Midfielder,Man Utd,18,1489,6,20,258,3,104.8,0,0,0,48,0,0,1,5.5,2025,41.0
555,Carlos Henrique Casimiro,Midfielder,Man Utd,24,1981,5,34,0,0,119.9,0,3,0,58,0,0,1,5.5,2024,-17.0
556,Carlos Henrique Casimiro,Midfielder,Man Utd,24,2122,10,22,0,10,136.3,0,3,0,87,2,0,4,5.5,2023,54.0
557,Tyrone Mings,Defender,Aston Villa,12,1119,4,11,84,5,34.6,0,1,0,47,0,0,0,4.5,2025,35.0
559,Tyrone Mings,Defender,Aston Villa,35,3150,12,40,0,17,87.8,0,3,0,130,0,1,1,4.5,2023,63.0
560,Leon Bailey,Midfielder,Aston Villa,14,1132,2,19,77,2,70.3,0,2,0,47,0,0,1,5.5,2025,3.0
561,Leon Bailey,Midfielder,Aston Villa,22,2063,5,32,0,11,199.1,0,11,0,148,0,0,10,5.5,2024,47.0
562,Leon Bailey,Midfielder,Aston Villa,26,1964,8,32,0,6,132.8,0,5,0,100,0,0,4,5.5,2023,26.0
563,Ethan Pinnock,Defender,Brentford,21,1912,2,35,216,0,83.6,0,0,0,47,0,1,2,4.5,2025,-19.0
564,Ethan Pinnock,Defender,Brentford,28,2521,5,46,0,5,94.2,0,0,0,77,0,0,2,4.5,2024,-21.0
565,Ethan Pinnock,Defender,Brentford,30,2700,10,34,0,6,127.2,0,0,0,112,0,1,3,4.5,2023,27.0
566,Timothy Castagne,Defender,Fulham,17,1642,3,28,149,0,64.9,0,1,0,46,0,0,0,4.5,2025,-6.0
567,Timothy Castagne,Defender,Fulham,29,2630,9,40,0,7,102.1,0,3,0,105,0,0,1,4.5,2024,19.0
568,Timothy Castagne,Defender,Fulham,36,3255,8,63,0,11,136.4,0,4,0,114,0,0,2,4.5,2023,-10.0
569,Joe Willock,Midfielder,Newcastle,11,1065,4,16,87,0,63.9,0,2,0,46,0,0,0,5.0,2025,11.0
570,Joe Willock,Midfielder,Newcastle,5,415,1,9,0,0,28.8,0,0,0,18,0,0,1,5.0,2024,-7.0
571,Joe Willock,Midfielder,Newcastle,31,2556,12,26,0,11,174.9,0,7,0,123,0,0,3,5.0,2023,79.0
572,Caoimhín Kelleher,Goalkeeper,Brentford,10,900,4,12,0,1,22.4,27,0,1,45,0,0,0,4.5,2025,42.0
573,Caoimhín Kelleher,Goalkeeper,Brentford,10,900,2,11,0,3,27.0,28,0,0,34,0,0,0,4.5,2024,36.0
575,Brajan Gruda,Midfielder,Brighton,8,676,1,15,49,1,69.1,0,4,0,45,0,0,1,5.5,2025,-1.0
576,Daichi Kamada,Midfielder,Crystal Palace,15,1545,3,27,173,0,68.2,0,0,0,45,1,0,0,5.0,2025,-9.0
577,Archie Gray,Midfielder,Spurs,19,1750,2,41,162,0,34.3,0,0,0,45,0,1,0,5.0,2025,-40.0
578,Konstantinos Mavropanos,Defender,West Ham,21,2035,2,39,216,4,73.2,0,0,0,45,1,0,0,4.5,2025,-16.0
579,Konstantinos Mavropanos,Defender,West Ham,16,1500,3,27,0,3,45.3,0,0,0,40,0,2,1,4.5,2024,-23.0
580,Emmanuel Agbadou,Defender,Wolves,16,1410,4,22,144,1,52.0,0,0,0,45,0,0,1,4.5,2025,10.0
581,Ross Barkley,Midfielder,Aston Villa,3,567,1,10,75,5,54.8,0,1,0,44,0,0,3,5.0,2025,21.0
582,Ross Barkley,Midfielder,Aston Villa,30,2616,2,66,0,4,168.7,0,5,0,101,0,0,5,5.0,2024,-64.0
583,Martin Dúbravka,Goalkeeper,Burnley,10,900,5,12,0,2,22.0,29,0,0,44,0,0,0,4.0,2025,45.0
584,Martin Dúbravka,Goalkeeper,Burnley,22,1984,4,42,0,3,67.2,88,0,1,75,0,0,0,4.0,2024,63.0
585,Martin Dúbravka,Goalkeeper,Burnley,1,156,1,1,0,1,5.4,10,0,0,11,0,0,0,4.0,2023,18.0
586,Lewis Dunk,Defender,Brighton,23,2081,4,42,126,0,66.9,0,1,0,44,0,1,0,4.5,2025,-34.0
587,Lewis Dunk,Defender,Brighton,33,2869,5,53,0,11,141.7,0,1,0,89,1,0,3,4.5,2024,-15.0
588,Lewis Dunk,Defender,Brighton,36,3240,12,50,0,7,102.4,0,1,0,112,0,1,1,4.5,2023,11.0
589,Carlos Alcaraz Durán,Midfielder,Everton,7,766,1,9,68,5,65.4,0,3,0,44,0,0,2,5.5,2025,26.0
590,Carlos Alcaraz Durán,Midfielder,Everton,13,1024,0,25,0,4,52.2,0,2,0,55,0,0,4,5.5,2023,-16.0
591,Lucas Bergvall,Midfielder,Spurs,11,1200,3,25,165,0,55.0,0,2,0,44,0,0,0,5.5,2025,-3.0
592,Jakub Kiwior,Defender,Arsenal,10,1117,3,15,93,2,39.2,0,0,0,43,0,0,1,5.5,2025,14.0
593,Jakub Kiwior,Defender,Arsenal,11,942,6,8,0,1,42.7,0,3,0,67,0,0,1,5.5,2024,32.0
594,Jakub Kiwior,Defender,Arsenal,5,425,2,6,0,1,13.9,0,0,0,26,0,0,1,5.5,2023,7.0
595,Yehor Yarmoliuk,Midfielder,Brentford,15,1435,3,25,215,0,54.4,0,0,0,43,0,0,0,5.0,2025,3.0
596,Yehor Yarmoliuk,Midfielder,Brentford,6,670,4,9,0,0,29.0,0,0,0,33,0,0,0,5.0,2024,8.0
597,Konstantinos Tsimikas,Defender,Liverpool,9,829,4,8,61,3,52.5,0,1,0,43,0,0,0,5.0,2025,29.0
598,Konstantinos Tsimikas,Defender,Liverpool,8,675,4,7,0,4,46.2,0,3,0,48,0,0,0,5.0,2024,29.0
599,Konstantinos Tsimikas,Defender,Liverpool,9,762,4,11,0,2,60.7,0,4,0,48,0,0,0,5.0,2023,17.0
600,Destiny Udogie,Defender,Spurs,24,1923,2,35,131,0,74.5,0,1,0,43,0,1,0,4.5,2025,-29.0
601,Destiny Udogie,Defender,Spurs,28,2391,5,43,0,8,117.3,0,3,0,79,1,0,2,4.5,2024,-9.0
602,Gabriel Fernando de Jesus,Forward,Arsenal,6,600,2,5,50,6,52.6,0,2,0,42,0,0,3,6.5,2025,37.0
603,Gabriel Fernando de Jesus,Forward,Arsenal,17,1470,11,11,0,10,152.7,0,7,0,85,0,0,4,6.5,2024,88.0
604,Gabriel Fernando de Jesus,Forward,Arsenal,24,2064,9,23,0,17,241.9,0,7,0,125,0,0,11,6.5,2023,95.0
605,Tariq Lamptey,Defender,Brighton,10,856,2,21,52,1,36.8,0,2,0,42,0,0,2,4.5,2025,-9.0
606,Tariq Lamptey,Defender,Brighton,10,908,1,20,0,0,37.6,0,3,0,31,0,0,0,4.5,2024,-20.0
607,Tariq Lamptey,Defender,Brighton,3,439,1,7,0,0,20.6,0,0,0,23,0,0,0,4.5,2023,-3.0
608,Adam Wharton,Midfielder,Crystal Palace,16,1314,4,21,185,0,71.2,0,2,0,42,0,0,0,5.0,2025,13.0
609,Adam Wharton,Midfielder,Crystal Palace,15,1296,7,16,0,4,57.3,0,3,0,50,0,0,0,5.0,2024,30.0
610,James Garner,Midfielder,Everton,17,1590,5,19,181,0,60.4,0,1,0,42,0,0,0,5.0,2025,22.0
611,James Garner,Midfielder,Everton,34,3001,11,47,0,3,143.5,0,2,0,87,0,0,1,5.0,2024,2.0
612,James Garner,Midfielder,Everton,7,796,2,13,0,0,29.2,0,1,0,25,0,0,0,5.0,2023,-6.0
613,Kobbie Mainoo,Midfielder,Man Utd,19,1646,5,27,167,0,58.8,0,0,0,42,0,0,0,5.0,2025,4.0
614,Kobbie Mainoo,Midfielder,Man Utd,24,1927,7,31,0,8,80.6,0,1,0,77,0,0,3,5.0,2024,22.0
616,Mathys Tel,Midfielder,Spurs,11,908,2,20,65,2,62.3,0,2,0,42,0,0,2,6.5,2025,-2.0
617,Niclas Füllkrug,Forward,West Ham,6,783,2,18,39,3,56.8,0,2,0,42,0,0,3,6.0,2025,2.0
618,Rodrigo Martins Gomes,Defender,Wolves,7,794,1,20,47,0,47.6,0,0,0,42,0,0,2,4.5,2025,-17.0
619,Conor Bradley,Defender,Liverpool,7,744,3,10,45,3,42.8,0,2,0,41,0,0,0,5.0,2025,19.0
620,Conor Bradley,Defender,Liverpool,10,752,3,7,0,7,60.6,0,3,0,50,0,1,1,5.0,2024,31.0
621,Oleksandr Zinchenko,Defender,Arsenal,5,518,4,1,21,2,24.1,0,1,0,40,0,0,0,5.0,2025,33.0
622,Oleksandr Zinchenko,Defender,Arsenal,20,1717,9,15,0,16,100.4,0,2,0,104,0,0,1,5.0,2024,86.0
623,Oleksandr Zinchenko,Defender,Arsenal,26,2122,10,28,0,8,98.3,0,2,0,99,0,0,1,5.0,2023,43.0
624,Edson Álvarez Velázquez,Midfielder,West Ham,20,1769,3,31,205,0,54.7,0,1,0,40,1,0,0,5.0,2025,-11.0
625,Edson Álvarez Velázquez,Midfielder,West Ham,28,2375,5,45,0,3,82.7,0,1,0,62,0,0,1,5.0,2024,-28.0
626,Riccardo Calafiori,Defender,Arsenal,11,978,1,12,66,1,54.6,0,1,0,39,0,0,2,5.5,2025,7.0
627,Kristoffer Ajer,Defender,Brentford,17,1433,3,25,89,0,48.5,0,0,0,39,0,0,0,4.5,2025,-10.0
628,Kristoffer Ajer,Defender,Brentford,21,1826,5,33,0,3,79.7,0,1,0,68,0,0,2,4.5,2024,-8.0
629,Kristoffer Ajer,Defender,Brentford,9,763,4,14,0,0,15.1,0,0,0,29,0,0,0,4.5,2023,-1.0
630,Adam Webster,Defender,Brighton,11,885,4,11,79,2,30.2,0,1,0,39,0,0,0,4.5,2025,22.0
631,Adam Webster,Defender,Brighton,13,1142,2,22,0,2,39.7,0,0,0,26,0,1,0,4.5,2024,-21.0
632,Adam Webster,Defender,Brighton,23,1983,9,27,0,3,59.2,0,0,0,75,0,1,0,4.5,2023,14.0
633,Mathias Jensen,Midfielder,Brentford,8,846,2,17,87,1,43.8,0,2,0,38,0,0,0,5.0,2025,0.0
634,Mathias Jensen,Midfielder,Brentford,27,2201,9,45,0,10,130.4,0,4,0,98,0,0,3,5.0,2024,16.0
635,Mathias Jensen,Midfielder,Brentford,37,2805,10,40,0,11,164.1,0,7,0,132,0,0,5,5.0,2023,48.0
636,Jack Grealish,Midfielder,Man City,7,710,2,10,44,4,71.3,0,1,0,38,0,0,1,6.5,2025,18.0
637,Jack Grealish,Midfielder,Man City,10,998,3,13,0,6,91.9,0,1,0,50,0,0,3,6.5,2024,24.0
638,Jack Grealish,Midfielder,Man City,23,2051,10,16,0,9,191.7,0,10,0,121,0,0,5,6.5,2023,85.0
639,Myles Lewis-Skelly,Defender,Arsenal,15,1362,5,16,54,0,40.0,0,0,0,37,2,0,1,5.5,2025,2.0
640,Hwang Hee-chan,Midfielder,Wolves,5,646,0,19,46,0,26.7,0,1,0,37,0,0,2,6.0,2025,-20.0
641,Hwang Hee-chan,Midfielder,Wolves,25,2116,3,37,0,10,140.7,0,3,0,125,0,0,12,6.0,2024,18.0
642,Hwang Hee-chan,Midfielder,Wolves,12,1117,3,18,0,3,58.8,0,2,0,60,0,0,3,6.0,2023,8.0
643,Mads Roerslev Rasmussen,Defender,Brentford,11,1100,2,20,58,0,48.0,0,2,0,36,0,0,0,4.5,2025,-9.0
644,Mads Roerslev Rasmussen,Defender,Brentford,22,1975,5,40,0,3,76.3,0,2,0,75,0,0,1,4.5,2024,-20.0
645,Mads Roerslev Rasmussen,Defender,Brentford,12,1101,5,12,0,0,33.4,0,0,0,48,0,0,0,4.5,2023,12.0
646,Felipe Rodrigues da Silva,Defender,Nott'm Forest,6,891,3,14,112,2,24.0,0,0,0,36,0,0,0,4.5,2025,14.0
647,Guido Rodríguez,Midfielder,West Ham,16,1147,4,19,141,0,31.5,0,1,0,36,0,0,0,5.0,2025,8.0
648,Fábio Freitas Gouveia Carvalho,Midfielder,Brentford,3,443,0,14,49,1,36.3,0,1,0,35,0,0,2,5.0,2025,-9.0
649,Fábio Freitas Gouveia Carvalho,Midfielder,Brentford,4,339,0,3,0,0,29.7,0,1,0,27,0,0,2,5.0,2023,3.0
650,Stefan Ortega Moreno,Goalkeeper,Man City,12,1099,3,18,0,0,29.4,33,0,0,35,0,0,0,5.0,2025,24.0
651,Stefan Ortega Moreno,Goalkeeper,Man City,5,632,1,7,0,2,17.3,20,0,0,22,0,0,0,5.0,2024,25.0
652,Stefan Ortega Moreno,Goalkeeper,Man City,3,270,2,1,0,5,11.7,14,0,0,23,0,0,0,5.0,2023,40.0
653,Richarlison de Andrade,Forward,Spurs,4,497,1,9,25,0,47.4,0,1,0,35,0,0,4,6.5,2025,2.0
654,Richarlison de Andrade,Forward,Spurs,18,1481,7,18,0,7,152.1,0,4,0,122,0,0,11,6.5,2024,57.0
655,Richarlison de Andrade,Forward,Spurs,12,995,3,18,0,2,86.3,0,5,0,54,0,0,1,6.5,2023,4.0
656,Álex Moreno Lopera,Defender,Aston Villa,11,952,3,16,83,1,36.4,0,1,0,34,0,0,0,4.0,2025,6.0
657,Álex Moreno Lopera,Defender,Aston Villa,11,1024,3,20,0,5,52.7,0,0,0,49,0,1,2,4.0,2024,-0.0
658,Álex Moreno Lopera,Defender,Aston Villa,14,1325,7,10,0,5,72.3,0,3,0,72,0,0,0,4.0,2023,47.0
659,Donyell Malen,Midfielder,Aston Villa,2,296,0,6,17,3,38.5,0,0,0,34,0,0,3,5.5,2025,8.0
660,Justin Devenny,Midfielder,Crystal Palace,4,494,0,8,56,1,33.2,0,1,0,34,0,0,1,4.5,2025,3.0
661,Sean Longstaff,Midfielder,Leeds,8,783,2,11,78,0,27.3,0,1,0,34,0,0,0,5.0,2025,6.0
662,Sean Longstaff,Midfielder,Leeds,30,2742,10,50,0,3,138.8,0,3,0,110,0,0,6,5.0,2024,-2.0
663,Sean Longstaff,Midfielder,Leeds,28,2514,13,18,0,2,116.8,0,5,0,93,0,0,1,5.0,2023,64.0
664,Wilson Odobert,Midfielder,Spurs,9,843,1,20,57,3,36.7,0,0,0,34,0,0,1,5.5,2025,-8.0
665,Wilson Odobert,Midfielder,Spurs,25,2095,2,48,0,3,121.1,0,4,0,82,0,0,3,5.5,2024,-42.0
666,Tom Cairney,Midfielder,Fulham,3,610,1,12,73,0,47.2,0,0,0,33,1,0,2,5.0,2025,-6.0
667,Tom Cairney,Midfielder,Fulham,14,1472,4,27,0,2,90.9,0,6,0,70,0,1,1,5.0,2024,-7.0
668,Tom Cairney,Midfielder,Fulham,6,968,1,13,0,2,64.2,0,1,0,53,0,0,2,5.0,2023,3.0
669,Harvey Elliott,Midfielder,Liverpool,2,359,0,6,26,3,40.4,0,2,0,33,0,0,1,5.5,2025,10.0
670,Harvey Elliott,Midfielder,Liverpool,11,1330,4,13,0,8,137.5,0,9,0,96,0,0,3,5.5,2024,50.0
671,Harvey Elliott,Midfielder,Liverpool,18,1600,5,20,0,2,105.5,0,2,0,62,0,0,1,5.5,2023,12.0
672,Crysencio Summerville,Midfielder,West Ham,7,776,2,20,61,2,58.7,0,1,0,33,0,0,1,5.5,2025,-6.0
673,Crysencio Summerville,Midfielder,West Ham,12,1411,1,38,0,4,88.6,0,4,0,74,0,0,4,5.5,2023,-30.0
674,Enes Ünal,Forward,Bournemouth,2,330,2,3,23,4,35.9,0,1,0,32,0,0,2,5.5,2025,26.0
675,Enes Ünal,Forward,Bournemouth,2,317,1,9,0,3,43.7,0,4,0,40,0,0,2,5.5,2024,9.0
676,Taiwo Awoniyi,Forward,Nott'm Forest,3,398,1,10,31,0,21.9,0,0,0,32,0,0,1,5.5,2025,-5.0
677,Taiwo Awoniyi,Forward,Nott'm Forest,12,1036,3,21,0,5,74.2,0,3,0,67,0,0,6,5.5,2024,12.0
678,Taiwo Awoniyi,Forward,Nott'm Forest,17,1395,5,29,0,16,95.6,0,1,0,100,0,0,10,5.5,2023,46.0
679,Micky van de Ven,Defender,Spurs,12,1014,2,17,66,2,30.9,0,2,0,32,0,0,0,4.5,2025,2.0
680,Micky van de Ven,Defender,Spurs,27,2341,5,38,0,10,70.5,0,0,0,81,0,0,3,4.5,2024,9.0
681,Marcos Senesi Barón,Defender,Bournemouth,13,1103,2,17,118,3,39.6,0,0,0,31,0,0,0,4.5,2025,9.0
682,Marcos Senesi Barón,Defender,Bournemouth,26,2239,6,44,0,13,119.7,0,5,0,102,0,0,4,4.5,2024,18.0
683,Marcos Senesi Barón,Defender,Bournemouth,29,2489,5,55,0,5,79.6,0,0,0,69,0,0,2,4.5,2023,-40.0
684,Issa Diop,Defender,Fulham,15,1334,1,19,112,0,38.3,0,0,0,31,0,1,0,4.5,2025,-11.0
685,Issa Diop,Defender,Fulham,16,1423,5,26,0,3,40.8,0,0,0,43,1,0,0,4.5,2024,-9.0
686,Issa Diop,Defender,Fulham,21,2008,7,26,0,8,58.1,0,0,0,79,0,0,1,4.5,2023,30.0
687,Nico O'Reilly,Defender,Man City,6,525,3,3,24,4,32.2,0,0,0,31,0,0,2,5.0,2025,31.0
688,Nico González Iglesias,Midfielder,Man City,9,760,6,7,76,0,27.5,0,1,0,31,0,0,1,6.0,2025,31.0
689,James McAtee,Midfielder,Man City,3,340,0,6,16,0,30.7,0,0,0,31,0,0,3,5.5,2025,-1.0
690,James McAtee,Midfielder,Man City,20,1815,2,65,0,0,106.0,0,4,0,77,0,0,3,5.5,2024,-88.0
691,Diego Gómez Amarilla,Midfielder,Brighton,4,507,0,13,71,2,33.6,0,1,0,30,0,0,1,5.0,2025,-2.0
692,John Stones,Defender,Man City,6,544,1,11,31,2,27.4,0,0,0,29,0,0,2,5.5,2025,2.0
693,John Stones,Defender,Man City,12,1061,5,9,0,3,38.7,0,0,0,53,0,0,1,5.5,2024,28.0
694,John Stones,Defender,Man City,21,1844,7,17,0,13,69.6,0,2,0,93,0,1,2,5.5,2023,60.0
695,Ollie Scarles,Defender,West Ham,7,659,2,9,54,2,18.6,0,0,0,29,0,0,0,4.5,2025,11.0
696,Evan Ferguson,Forward,Brighton,3,385,1,9,33,2,25.0,0,0,0,28,0,0,1,5.5,2025,3.0
697,Evan Ferguson,Forward,Brighton,15,1356,2,28,0,5,77.3,0,1,0,69,0,0,6,5.5,2024,-5.0
698,Evan Ferguson,Forward,Brighton,10,942,6,12,0,8,79.9,0,2,0,65,0,0,6,5.5,2023,49.0
699,Ben Davies,Defender,Spurs,14,1329,3,26,127,0,43.7,0,0,0,28,0,0,0,4.5,2025,-11.0
700,Ben Davies,Defender,Spurs,12,1085,1,21,0,0,50.3,0,2,0,34,0,0,1,4.5,2024,-20.0
701,Ben Davies,Defender,Spurs,26,2284,9,33,0,3,89.9,0,3,0,99,0,0,2,4.5,2023,18.0
702,Reiss Nelson,Midfielder,Arsenal,5,483,1,9,45,2,55.1,0,1,0,27,0,0,1,5.0,2025,7.0
703,Reiss Nelson,Midfielder,Arsenal,1,256,1,1,0,0,16.9,0,0,0,16,0,0,0,5.0,2024,6.0
705,Axel Tuanzebe,Defender,Burnley,20,1710,1,38,118,0,40.1,0,1,0,27,1,1,0,4.0,2025,-49.0
706,Michael Kayode,Defender,Brentford,6,523,2,5,41,0,24.2,0,1,0,27,0,0,0,4.5,2025,11.0
707,Kalvin Phillips,Midfielder,Man City,14,1231,1,30,163,0,33.8,0,0,0,27,1,0,0,5.0,2025,-29.0
708,Kalvin Phillips,Midfielder,Man City,3,394,0,13,0,0,9.1,0,0,0,10,1,0,0,5.0,2024,-26.0
709,Kalvin Phillips,Midfielder,Man City,2,291,1,3,0,0,12.7,0,0,0,14,0,0,0,5.0,2023,2.0
710,Alex Scott,Midfielder,Bournemouth,8,745,3,8,104,0,43.2,0,0,0,26,0,0,0,5.0,2025,17.0
711,Alex Scott,Midfielder,Bournemouth,11,1003,3,25,0,3,60.7,0,1,0,41,0,0,1,5.0,2024,-12.0
712,Wesley Fofana,Defender,Chelsea,14,1172,2,13,88,2,31.9,0,0,0,26,0,0,0,4.5,2025,11.0
713,Wesley Fofana,Defender,Chelsea,14,1362,2,24,0,4,44.4,0,0,0,37,0,0,1,4.5,2023,-9.0
714,Roméo Lavia,Midfielder,Chelsea,11,792,3,11,88,0,24.4,0,1,0,26,0,0,0,5.0,2025,11.0
716,Roméo Lavia,Midfielder,Chelsea,26,2219,4,50,0,0,64.5,0,1,0,57,0,0,1,5.0,2023,-53.0
717,Nathan Aké,Defender,Man City,8,677,3,11,36,0,15.9,0,0,0,25,0,0,0,5.5,2025,3.0
718,Nathan Aké,Defender,Man City,24,2039,6,20,0,6,89.7,0,3,0,99,0,0,2,5.5,2024,38.0
719,Nathan Aké,Defender,Man City,22,1871,9,15,0,9,73.3,0,0,0,92,0,0,1,5.5,2023,63.0
720,Mason Mount,Midfielder,Man Utd,8,613,3,11,42,0,45.6,0,0,0,25,0,0,1,6.0,2025,4.0
721,Mason Mount,Midfielder,Man Utd,5,509,1,13,0,0,27.9,0,0,0,23,0,0,1,6.0,2024,-13.0
722,Mason Mount,Midfielder,Man Utd,20,1644,8,21,0,8,117.2,0,4,0,82,0,0,3,6.0,2023,47.0
723,Radu Drăgușin,Defender,Spurs,14,1250,2,29,87,0,36.2,0,0,0,24,0,0,0,4.5,2025,-26.0
724,Radu Drăgușin,Defender,Spurs,4,424,1,7,0,0,11.0,0,0,0,14,0,0,0,4.5,2024,-4.0
725,Luis Sinisterra Lucumí,Midfielder,Bournemouth,1,229,0,4,32,2,42.3,0,1,0,23,0,0,1,5.0,2025,8.0
726,Luis Sinisterra Lucumí,Midfielder,Bournemouth,7,685,1,18,0,2,81.7,0,2,0,43,0,0,2,5.0,2024,-10.0
727,Luis Sinisterra Lucumí,Midfielder,Bournemouth,13,863,0,23,0,6,70.6,0,0,0,53,1,0,5,5.0,2023,-13.0
728,Romain Esse,Midfielder,Crystal Palace,1,138,0,3,20,3,16.4,0,2,0,22,0,0,1,5.0,2025,12.0
729,Tim Iroegbunam,Midfielder,Everton,5,562,0,16,111,0,19.6,0,1,0,22,0,0,0,5.0,2025,-12.0
730,Tim Iroegbunam,Midfielder,Everton,1,157,0,7,0,0,2.1,0,0,0,10,0,0,0,5.0,2024,-11.0
731,Leny Yoro,Defender,Man Utd,12,1160,1,24,93,0,31.8,0,0,0,22,0,0,0,4.5,2025,-21.0
732,Endo Wataru,Midfielder,Liverpool,1,259,0,5,41,0,10.0,0,0,0,21,0,0,0,5.0,2025,-1.0
733,Endo Wataru,Midfielder,Liverpool,20,1714,6,16,0,0,60.1,0,0,0,47,0,0,1,5.0,2024,15.0
734,Lewis Miley,Midfielder,Newcastle,1,304,0,4,38,1,16.7,0,0,0,21,0,0,1,4.5,2025,5.0
735,Lewis Miley,Midfielder,Newcastle,14,1203,1,29,0,1,56.7,0,3,0,44,0,0,1,4.5,2024,-30.0
737,Ibrahim Sangaré,Midfielder,Nott'm Forest,7,584,2,6,93,0,23.2,0,1,0,20,0,0,0,5.0,2025,14.0
738,Ibrahim Sangaré,Midfielder,Nott'm Forest,13,1031,4,16,0,0,32.5,0,0,0,25,0,0,0,5.0,2024,-3.0
